"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ABM_RankingTask_2015_new2.nlogo"
"experiment"
"05/14/2024 12:49:47:362 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","23","0","10"
"[run number]","team_size","game_size","[step]","team_size","game_size","mu_agree","sd_agree","mu_talk","sd_talk","mu_crit","sd_crit","reached_consensus?","team_score","gain_score","synergy_score"
"896","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","0"
"870","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","0.20060000000000006","-0.666"
"904","5","4","5","5","4","2","2","2","2","0","0.5","true","1","0.6","0"
"901","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.5338","0.334"
"903","5","4","5","5","4","2","2","2","2","0","0.5","true","0.667","0.7338","0.334"
"905","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.06639999999999996","-0.333"
"902","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1996","-0.666"
"910","5","4","4","5","4","2","2","2","2","0","0.5","true","0.333","0.19980000000000003","-0.334"
"908","5","4","4","5","4","2","2","2","2","0","0.5","true","-0.333","-0.06640000000000001","-1.333"
"907","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.33320000000000005","-0.667"
"909","5","4","5","5","4","2","2","2","2","0","0.5","true","-1","-1","-1.667"
"912","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.8668","0.667"
"913","5","4","4","5","4","2","2","2","2","0","0.5","true","-0.667","-0.9338000000000001","-1.334"
"915","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.1998","0"
"914","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","-0.334"
"916","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","0.26699999999999996","0"
"911","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.3330000000000001","-0.667"
"918","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.2664","-0.334"
"917","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.533","-1"
"919","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","4.0000000000001146E-4","-0.666"
"920","5","4","4","5","4","2","2","2","2","0","0.5","true","0.667","0.13380000000000003","-0.33299999999999996"
"921","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.2662","-0.334"
"924","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.1332","-0.333"
"923","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.3996","-0.334"
"922","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0","-1"
"928","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","-0.333","-1"
"926","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","1.0002","0.667"
"925","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.46720000000000006","0"
"927","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.4672","-1.334"
"929","5","4","9","5","4","2","2","2","2","0","0.5","true","0","0.0666","-0.333"
"932","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.39980000000000004","-0.667"
"933","5","4","6","5","4","2","2","2","2","0","0.5","true","-1","-0.9332","-1.333"
"931","5","4","10","5","4","2","2","2","2","0","0.5","true","1","0.8666","0.33299999999999996"
"930","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.7336","0.334"
"934","5","4","10","5","4","2","2","2","2","0","0.5","true","0","-0.06659999999999998","-1"
"937","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.467","-0.33299999999999996"
"935","5","4","11","5","4","2","2","2","2","0","0.5","true","0.667","0.7338","0"
"938","5","4","6","5","4","2","2","2","2","0","0.5","true","1","0.8666","0.33299999999999996"
"936","5","4","6","5","4","2","2","2","2","0","0.5","true","1","0.6666","0.33299999999999996"
"939","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.13360000000000005","-0.33299999999999996"
"941","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-1"
"940","5","4","12","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46620000000000006","-1"
"943","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.46640000000000004","0"
"942","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","-0.333","-0.666"
"944","5","4","8","5","4","2","2","2","2","0","0.5","true","0","-0.20020000000000002","-0.667"
"945","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.1332","-0.333"
"947","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.5332","-0.334"
"948","5","4","8","5","4","2","2","2","2","0","0.5","true","0","0","-0.667"
"946","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.26639999999999997","-0.667"
"951","5","4","4","5","4","2","2","2","2","0","0.5","true","1","0.4666","0"
"949","5","4","11","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1996","-1"
"952","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","4.0000000000001146E-4","-0.333"
"953","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.46620000000000006","-1"
"950","5","4","9","5","4","2","2","2","2","0","0.5","true","-0.333","5.999999999999894E-4","-0.666"
"955","5","4","5","5","4","2","2","2","2","0","0.5","true","0.333","0.2664","0"
"958","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","-0.13319999999999999","-0.666"
"956","5","4","9","5","4","2","2","2","2","0","0.5","true","0","-0.13340000000000002","-0.667"
"957","5","4","7","5","4","2","2","2","2","0","0.5","true","0","-0.0668","-0.667"
"954","5","4","13","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-0.666"
"959","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.26680000000000004","-0.333"
"962","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.133","-1"
"961","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.33340000000000003","-0.667"
"963","5","4","10","5","4","2","2","2","2","0","0.5","true","1","1.4","1"
"960","5","4","9","5","4","2","2","2","2","0","0.5","true","0","0.26680000000000004","-0.667"
"966","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.5996","0"
"967","5","4","6","5","4","2","2","2","2","0","0.5","true","0.667","0.13360000000000005","-0.33299999999999996"
"964","5","4","8","5","4","2","2","2","2","0","0.5","true","-1","-0.8668","-1.333"
"965","5","4","9","5","4","2","2","2","2","0","0.5","true","0","0.2","0"
"968","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.06640000000000001","-0.667"
"971","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.5336000000000001","-1"
"969","5","4","7","5","4","2","2","2","2","0","0.5","true","0.333","0.8","0"
"970","5","4","7","5","4","2","2","2","2","0","0.5","true","1","0.8668","0.33299999999999996"
"972","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","0.1336","-0.333"
"973","5","4","12","5","4","2","2","2","2","0","0.5","true","1","0.8666","0"
"974","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.333","4.0000000000001146E-4","-0.333"
"976","5","4","5","5","4","2","2","2","2","0","0.5","true","-1","-0.8","-1.667"
"975","5","4","8","5","4","2","2","2","2","0","0.5","true","0.667","0.4004","0"
"977","5","4","6","5","4","2","2","2","2","0","0.5","true","0","0.13340000000000002","-0.333"
"979","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.2662","-0.666"
"978","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.46640000000000004","0"
"981","5","4","4","5","4","2","2","2","2","0","0.5","true","0","0.2666","0"
"980","5","4","9","5","4","2","2","2","2","0","0.5","true","0","0.0666","-1"
"906","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.5336000000000001","-0.33299999999999996"
"982","5","4","6","5","4","2","2","2","2","0","0.5","true","0.333","0.133","-0.334"
"983","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1996","-1"
"984","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.8006","0.334"
"985","5","4","7","5","4","2","2","2","2","0","0.5","true","0","0.0666","-0.667"
"986","5","4","9","5","4","2","2","2","2","0","0.5","true","0","0","-0.667"
"988","5","4","10","5","4","2","2","2","2","0","0.5","true","0.333","0.1996","-0.334"
"990","5","4","5","5","4","2","2","2","2","0","0.5","true","0","-0.4","-1"
"989","5","4","5","5","4","2","2","2","2","0","0.5","true","0","0.2666","0"
"991","5","4","7","5","4","2","2","2","2","0","0.5","true","-0.333","-0.39980000000000004","-1"
"992","5","4","6","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1998","-0.666"
"993","5","4","5","5","4","2","2","2","2","0","0.5","true","-0.667","-0.20020000000000004","-1"
"994","5","4","8","5","4","2","2","2","2","0","0.5","true","-0.333","0.067","-0.333"
"995","5","4","5","5","4","2","2","2","2","0","0.5","true","1","1","0.667"
"997","5","4","11","5","4","2","2","2","2","0","0.5","true","-0.333","0.06720000000000004","-0.666"
"996","5","4","12","5","4","2","2","2","2","0","0.5","true","-0.333","-0.1996","-0.666"
"998","5","4","7","5","4","2","2","2","2","0","0.5","true","-1","-1.2666","-2"
"1000","5","4","7","5","4","2","2","2","2","0","0.5","true","0.667","0.6004","0"
"999","5","4","9","5","4","2","2","2","2","0","0.5","true","0.333","0.1328","-0.334"
"987","5","4","8","5","4","2","2","2","2","0","0.5","true","1","1.1334","0"
