[run number];team_size;game_size;knowledge_sharing;[step];team_score;gain_score;synergy_score;agent_names;reached_consensus?;[agreeableness] of turtles;[talkativeness] of turtles;[neuroticism] of turtles;[critical_thinking] of turtles;[knowledge] of turtles
1412;5;8;0.8;12;0.0;0.2858;0.143;[agree_agent crit_agent talk_agent talk_agent agree_agent f g h i j];TRUE;[2.10 2.9];[2.72 2.92];[0];[0.27];[0]
2195;5;8;0.8;11;0.0;0.2858;0.143;[neuro_agent neuro_agent neuro_agent neuro_agent talk_agent f g h i j];TRUE;[0];[5.42];[2.43 2.06 5.10 2.25];[0];[0]
2447;5;8;0.8;14;0.0;0.2858;0.143;[talk_agent talk_agent talk_agent talk_agent crit_agent f g h i j];TRUE;[0];[2.97 3.49 4.50 2.52];[0];[0.25];[0]
4153;5;8;0.8;13;0.0;0.2858;0.143;[talk_agent neuro_agent neuro_agent agree_agent talk_agent f g h i j];TRUE;[4.7];[2.62 7.37];[5.26 3.5];[0];[0]
5722;5;8;0.8;15;0.0;0.2858;0.143;[neuro_agent talk_agent neuro_agent agree_agent neuro_agent f g h i j];TRUE;[4.94];[3.55];[4.24 5.60 2.1];[0];[0]
6567;5;8;0.8;13;0.0;0.2858;0.143;[crit_agent agree_agent agree_agent talk_agent talk_agent f g h i j];TRUE;[3.69 2.52];[6.12 2.53];[0];[0.49];[0]
7772;5;8;0.8;16;0.0;0.2858;0.143;[talk_agent crit_agent talk_agent agree_agent neuro_agent f g h i j];TRUE;[3.33];[2.72 3.46];[4.60];[0.21];[0]
9115;5;8;0.8;15;0.0;0.2858;0.143;[neuro_agent neuro_agent agree_agent agree_agent crit_agent f g h i j];TRUE;[4.55 5.13];[0];[3.33 2.17];[0.54];[0]
1750;5;8;0.8;30;0.0;0.2858;0.214;[talk_agent neuro_agent talk_agent talk_agent talk_agent f g h i j];TRUE;[0];[3.33 2.58 2.29 2.03];[5.03];[0];[0]
3675;5;8;0.8;22;0.0;0.2858;0.214;[neuro_agent crit_agent crit_agent talk_agent neuro_agent f g h i j];TRUE;[0];[3.79];[3.17 2.62];[0.21 0.43];[0]
6430;5;8;0.8;14;0.0;0.286;0.143;[crit_agent agree_agent neuro_agent agree_agent neuro_agent f g h i j];TRUE;[5.20 3.35];[0];[2.0 3.67];[0.45];[0]
6056;5;8;0.8;24;0.0;0.286;0.286;[neuro_agent neuro_agent agree_agent agree_agent crit_agent f g h i j];TRUE;[3.93 4.18];[0];[3.67 5.66];[0.6];[0]
6860;5;8;0.8;15;0.0;0.3;0.0;[neuro_agent neuro_agent talk_agent neuro_agent know_agent f g h i j];TRUE;[0];[2.04];[5.42 3.74 2.26];[0];[0.53]
3394;5;8;0.8;14;0.0;0.3;0.143;[agree_agent crit_agent talk_agent neuro_agent crit_agent f g h i j];TRUE;[3.19];[4.7];[5.46];[0.3 0.34];[0]
9110;5;8;0.8;27;0.0;0.3;0.143;[agree_agent talk_agent neuro_agent crit_agent talk_agent f g h i j];TRUE;[3.53];[3.26 2.61];[2.63];[0.25];[0]
2202;5;8;0.8;23;0.0;0.3;0.214;[neuro_agent agree_agent talk_agent talk_agent agree_agent f g h i j];TRUE;[5.23 4.8];[3.8 2.72];[3.05];[0];[0]
4411;5;8;0.8;25;0.0;0.3;0.214;[agree_agent neuro_agent agree_agent talk_agent talk_agent f g h i j];TRUE;[2.38 3.07];[5.22 3.64];[2.11];[0];[0]
4926;5;8;0.8;15;0.0;0.3;0.214;[crit_agent agree_agent talk_agent talk_agent talk_agent f g h i j];TRUE;[2.42];[3.46 2.37 2.82];[0];[0.21];[0]
8826;5;8;0.8;15;0.0;0.3;0.214;[neuro_agent crit_agent agree_agent agree_agent crit_agent f g h i j];TRUE;[3.46 4.82];[0];[3.88];[0.39 0.68];[0]
7499;5;8;0.8;11;0.0;0.3;-0.214;[know_agent talk_agent neuro_agent crit_agent neuro_agent f g h i j];TRUE;[0];[4.65];[2.20 2.69];[0.5];[0.89]
591;5;8;0.8;16;0.0;0.30019999999999997;0.214;[crit_agent agree_agent agree_agent agree_agent talk_agent f g h i j];TRUE;[5.67 3.26 2.6];[6.56];[0];[0.38];[0]
2989;5;8;0.8;21;0.0;0.3002;0.071;[talk_agent crit_agent talk_agent talk_agent talk_agent f g h i j];TRUE;[0];[4.52 2.3 5.94 4.31];[0];[0.8];[0]
3710;5;8;0.8;10;0.0;0.3002;0.143;[agree_agent talk_agent crit_agent crit_agent crit_agent f g h i j];TRUE;[2.54];[2.69];[0];[0.35 0.21 0.43];[0]
1906;5;8;0.8;16;0.0;0.3142;0.143;[crit_agent talk_agent talk_agent crit_agent agree_agent f g h i j];TRUE;[3.23];[3.84 4.93];[0];[0.29 0.83];[0]
7405;5;8;0.8;14;0.0;0.3142;0.143;[agree_agent crit_agent neuro_agent agree_agent crit_agent f g h i j];TRUE;[2.02 3.99];[0];[6.60];[0.6 0.31];[0]
2606;5;8;0.8;26;0.0;0.3142;0.214;[neuro_agent agree_agent neuro_agent talk_agent crit_agent f g h i j];TRUE;[5.64];[6.2];[4.22 2.92];[0.25];[0]
4057;5;8;0.8;15;0.0;0.3142;0.214;[agree_agent talk_agent agree_agent crit_agent crit_agent f g h i j];TRUE;[2.38 3.96];[3.79];[0];[0.35 0.46];[0]
4355;5;8;0.8;11;0.0;0.3142;0.214;[neuro_agent talk_agent talk_agent agree_agent neuro_agent f g h i j];TRUE;[2.48];[3.79 2.72];[2.8 3.39];[0];[0]
5438;5;8;0.8;7;0.0;0.3142;0.214;[talk_agent talk_agent talk_agent talk_agent agree_agent f g h i j];TRUE;[2.66];[2.28 2.50 5.00 4.2];[0];[0];[0]
6080;5;8;0.8;20;0.0;0.3142;0.214;[neuro_agent agree_agent crit_agent crit_agent agree_agent f g h i j];TRUE;[3.80 4.95];[0];[2.52];[0.33 0.22];[0]
1411;5;8;0.8;10;0.0;0.3144;0.0;[talk_agent neuro_agent neuro_agent know_agent crit_agent f g h i j];TRUE;[0];[2.3];[2.74 2.94];[0.34];[0.59]
5161;5;8;0.8;15;0.0;0.3144;0.0;[know_agent agree_agent neuro_agent agree_agent neuro_agent f g h i j];TRUE;[4.16 2.91];[0];[5.53 5.49];[0];[0.53]
9195;5;8;0.8;12;0.0;0.3144;0.071;[agree_agent talk_agent agree_agent crit_agent neuro_agent f g h i j];TRUE;[3.84 4.44];[4.36];[3.13];[0.53];[0]
4249;5;8;0.8;13;0.0;0.3144;-0.071;[neuro_agent know_agent talk_agent talk_agent agree_agent f g h i j];TRUE;[2.38];[5.75 5.41];[3.94];[0];[0.51]
1233;5;8;0.8;21;0.0;0.3144;0.214;[agree_agent talk_agent crit_agent neuro_agent agree_agent f g h i j];TRUE;[4.05 4.25];[4.61];[2.48];[0.33];[0]
2498;5;8;0.8;26;0.0;0.3144;0.214;[agree_agent agree_agent talk_agent agree_agent neuro_agent f g h i j];TRUE;[2.2 2.63 2.82];[2.64];[2.47];[0];[0]
4982;5;8;0.8;17;0.0;0.3144;0.214;[crit_agent agree_agent agree_agent crit_agent agree_agent f g h i j];TRUE;[6.06 3.20 2.79];[0];[0];[0.4 0.43];[0]
6509;5;8;0.8;15;0.0;0.3144;0.214;[talk_agent talk_agent crit_agent agree_agent agree_agent f g h i j];TRUE;[2.87 2.64];[3.18 2.98];[0];[0.22];[0]
9395;5;8;0.8;11;0.0;0.3144;0.286;[agree_agent agree_agent crit_agent agree_agent agree_agent f g h i j];TRUE;[2.10 7.40 2.28 2.92];[0];[0];[0.5];[0]
2249;5;8;0.8;15;0.0;0.32839999999999997;0.214;[agree_agent talk_agent crit_agent neuro_agent neuro_agent f g h i j];TRUE;[4.29];[6.36];[2.0 3.73];[0.48];[0]
6712;5;8;0.8;16;0.0;0.32839999999999997;0.214;[agree_agent crit_agent crit_agent talk_agent talk_agent f g h i j];TRUE;[7.54];[3.4 2.5];[0];[0.51 0.64];[0]
7232;5;8;0.8;14;0.0;0.3286;0.0;[agree_agent crit_agent crit_agent know_agent agree_agent f g h i j];TRUE;[2.07 3.60];[0];[0];[0.26 0.52];[0.56]
1785;5;8;0.8;29;0.0;0.3286;0.143;[talk_agent agree_agent neuro_agent neuro_agent neuro_agent f g h i j];TRUE;[3.63];[2.2];[3.34 3.66 3.37];[0];[0]
2690;5;8;0.8;22;0.0;0.3286;0.143;[agree_agent talk_agent talk_agent neuro_agent crit_agent f g h i j];TRUE;[2.7];[4.06 3.08];[2.69];[0.27];[0]
6726;5;8;0.8;11;0.0;0.3286;0.143;[neuro_agent crit_agent talk_agent neuro_agent agree_agent f g h i j];TRUE;[2.01];[4.30];[4.68 5.67];[0.46];[0]
9894;5;8;0.8;23;0.0;0.3286;0.143;[crit_agent agree_agent agree_agent crit_agent talk_agent f g h i j];TRUE;[4.29 2.34];[4.03];[0];[0.27 0.3];[0]
4690;5;8;0.8;12;0.0;0.3286;0.214;[talk_agent talk_agent neuro_agent talk_agent talk_agent f g h i j];TRUE;[0];[2.54 2.96 2.57 4.36];[2.18];[0];[0]
7713;5;8;0.8;15;0.0;0.3286;0.214;[agree_agent crit_agent agree_agent neuro_agent crit_agent f g h i j];TRUE;[3.17 2.47];[0];[3.82];[0.75 0.38];[0]
884;5;8;0.8;15;0.0;0.3286;0.286;[crit_agent crit_agent talk_agent agree_agent neuro_agent f g h i j];TRUE;[2.77];[3.17];[2.88];[0.38 0.25];[0]
4437;5;8;0.8;17;0.0;0.3286;-0.286;[know_agent agree_agent crit_agent neuro_agent crit_agent f g h i j];TRUE;[2.05];[0];[3.54];[0.36 0.23];[0.86]
9632;5;8;0.8;12;0.0;0.3288;0.214;[agree_agent crit_agent talk_agent neuro_agent agree_agent f g h i j];TRUE;[2.67 7.1];[2.15];[3.82];[0.4];[0]
2785;5;8;0.8;19;0.0;0.3288;0.286;[talk_agent neuro_agent talk_agent neuro_agent talk_agent f g h i j];TRUE;[0];[6.88 2.77 2.52];[2.02 3.71];[0];[0]
6745;5;8;0.8;21;0.0;0.32880000000000004;0.214;[talk_agent talk_agent neuro_agent crit_agent talk_agent f g h i j];TRUE;[0];[3.7 2.02 5.89];[2.97];[0.43];[0]
8466;5;8;0.8;16;0.0;0.34259999999999996;0.071;[agree_agent talk_agent neuro_agent crit_agent talk_agent f g h i j];TRUE;[4.03];[2.49 4.10];[3.23];[0.44];[0]
7831;5;8;0.8;18;0.0;0.3428;0.143;[talk_agent neuro_agent agree_agent talk_agent agree_agent f g h i j];TRUE;[2.6 2.72];[2.86 4.70];[2.77];[0];[0]
720;5;8;0.8;17;0.0;0.3428;0.214;[talk_agent talk_agent talk_agent agree_agent agree_agent f g h i j];TRUE;[2.72 5.18];[4.02 2.08 4.96];[0];[0];[0]
738;5;8;0.8;34;0.0;0.3428;0.214;[neuro_agent crit_agent neuro_agent neuro_agent talk_agent f g h i j];TRUE;[0];[4.20];[3.58 3.05 2.43];[0.29];[0]
4421;5;8;0.8;22;0.0;0.34299999999999997;0.143;[crit_agent crit_agent talk_agent neuro_agent talk_agent f g h i j];TRUE;[0];[2.75 2.83];[5.53];[0.55 0.61];[0]
9000;5;8;0.8;11;0.0;0.343;-0.143;[talk_agent agree_agent know_agent talk_agent agree_agent f g h i j];TRUE;[3.68 2.90];[4.39 2.05];[0];[0];[0.54]
1891;5;8;0.8;16;0.0;0.343;0.286;[agree_agent neuro_agent agree_agent talk_agent crit_agent f g h i j];TRUE;[3.85 5.19];[3.78];[7.43];[0.29];[0]
824;5;8;0.8;17;0.0;0.3432;-0.071;[crit_agent agree_agent know_agent neuro_agent neuro_agent f g h i j];TRUE;[2.06];[0];[3.34 3.23];[0.49];[0.78]
6414;5;8;0.8;11;0.0;0.357;0.214;[crit_agent talk_agent agree_agent talk_agent talk_agent f g h i j];TRUE;[6.68];[3.84 4.94 2.26];[0];[0.61];[0]
21;5;8;0.8;14;0.0;0.3712;0.214;[agree_agent talk_agent neuro_agent neuro_agent crit_agent f g h i j];TRUE;[2.56];[5.28];[2.68 3.77];[0.21];[0]
138;5;8;0.8;12;0.0;0.3714;0.071;[crit_agent crit_agent agree_agent talk_agent neuro_agent f g h i j];TRUE;[4.66];[2.37];[3.96];[0.63 0.35];[0]
4180;5;8;0.8;12;0.0;0.3714;0.214;[neuro_agent neuro_agent neuro_agent agree_agent talk_agent f g h i j];TRUE;[4.98];[6.7];[3.79 3.43 2.17];[0];[0]
2915;5;8;0.8;20;0.0;0.37160000000000004;0.143;[neuro_agent neuro_agent agree_agent talk_agent crit_agent f g h i j];TRUE;[4.84];[2.93];[3.0 5.72];[0.54];[0]
7645;5;8;0.8;18;0.0;0.37160000000000004;0.214;[talk_agent agree_agent talk_agent crit_agent crit_agent f g h i j];TRUE;[3.77];[2.92 4.18];[0];[0.25 0.25];[0]
5432;5;8;0.8;15;0.0;0.37160000000000004;0.286;[neuro_agent agree_agent neuro_agent crit_agent agree_agent f g h i j];TRUE;[5.09 3.53];[0];[3.98 3.46];[0.27];[0]
5135;5;8;0.8;26;0.0;0.38580000000000003;0.286;[crit_agent agree_agent agree_agent crit_agent agree_agent f g h i j];TRUE;[2.0 2.68 2.49];[0];[0];[0.25 0.54];[0]
9769;5;8;0.8;16;0.0;0.4;0.214;[neuro_agent crit_agent agree_agent neuro_agent crit_agent f g h i j];TRUE;[6.26];[0];[3.86 2.9];[0.55 0.26];[0]
7971;5;8;0.8;19;0.0;0.44279999999999997;0.071;[talk_agent neuro_agent crit_agent agree_agent crit_agent f g h i j];TRUE;[2.29];[2.72];[4.11];[0.43 0.41];[0]
3290;5;8;0.8;22;0.071;0.013800000000000007;-0.358;[talk_agent agree_agent know_agent know_agent know_agent f g h i j];TRUE;[2.04];[2.33];[0];[0];[0.8 0.58 0.94]
77;5;8;0.8;13;0.071;0.013999999999999985;-0.7150000000000001;[neuro_agent know_agent know_agent know_agent agree_agent f g h i j];TRUE;[7.73];[0];[4.11];[0];[0.93 0.63 0.74]
3752;5;8;0.8;14;0.071;0.014000000000000012;-0.49999999999999994;[know_agent know_agent agree_agent talk_agent know_agent f g h i j];TRUE;[2.02];[2.24];[0];[0];[0.94 0.92 0.69]
3632;5;8;0.8;13;0.071;-0.01440000000000001;-0.286;[know_agent know_agent crit_agent know_agent know_agent f g h i j];TRUE;[0];[0];[0];[0.34];[0.53 0.53 0.93 0.65]
325;5;8;0.8;20;0.071;-0.014599999999999988;-0.14300000000000002;[know_agent know_agent know_agent know_agent talk_agent f g h i j];TRUE;[0];[2.33];[0];[0];[0.62 0.83 0.84 0.53]
9155;5;8;0.8;18;0.071;-0.014599999999999988;-0.49999999999999994;[agree_agent agree_agent know_agent neuro_agent know_agent f g h i j];TRUE;[2.73 5.05];[0];[2.25];[0];[0.88 0.96]
9242;5;8;0.8;14;0.071;-0.014600000000000002;-0.14300000000000002;[agree_agent know_agent know_agent know_agent talk_agent f g h i j];TRUE;[2.12];[3.52];[0];[0];[0.59 0.81 0.82]
2329;5;8;0.8;15;0.071;-0.014600000000000016;-0.429;[know_agent talk_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[2.50];[0];[0];[0.72 0.87 0.57 0.56]
4316;5;8;0.8;19;0.071;-0.014799999999999994;-0.429;[crit_agent know_agent know_agent neuro_agent know_agent f g h i j];TRUE;[0];[0];[4.96];[0.27];[0.89 0.57 0.89]
397;5;8;0.8;15;0.071;-0.014800000000000021;-0.286;[talk_agent know_agent crit_agent know_agent know_agent f g h i j];TRUE;[0];[2.9];[0];[0.33];[0.75 0.75 0.89]
253;5;8;0.8;21;0.071;0.02799999999999999;-0.358;[agree_agent crit_agent know_agent agree_agent know_agent f g h i j];TRUE;[2.50 3.22];[0];[0];[0.29];[1 0.99]
7640;5;8;0.8;20;0.071;0.027999999999999997;-0.21499999999999997;[know_agent neuro_agent crit_agent know_agent know_agent f g h i j];TRUE;[0];[0];[3.65];[0.4];[0.68 0.88 0.62]
848;5;8;0.8;14;0.071;0.028200000000000003;-0.49999999999999994;[know_agent know_agent neuro_agent know_agent agree_agent f g h i j];TRUE;[4.97];[0];[2.17];[0];[0.96 0.62 0.8]
4320;5;8;0.8;16;0.071;-0.028800000000000006;-0.286;[know_agent neuro_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[3.09];[0];[0.84 0.6 0.54 0.83]
6331;5;8;0.8;13;0.071;-0.029000000000000012;-0.21499999999999997;[know_agent know_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[0];[0];[0.58 0.51 0.71 0.58 0.68]
1439;5;8;0.8;15;0.071;-0.029000000000000012;-0.429;[know_agent know_agent talk_agent know_agent know_agent f g h i j];TRUE;[0];[2.48];[0];[0];[0.73 0.89 0.55 0.52]
4966;5;8;0.8;14;0.071;-0.029000000000000012;-0.429;[know_agent neuro_agent know_agent crit_agent know_agent f g h i j];TRUE;[0];[0];[4.46];[0.42];[0.71 0.88 0.85]
4281;5;8;0.8;19;0.071;0.04239999999999999;-0.286;[know_agent know_agent agree_agent talk_agent talk_agent f g h i j];TRUE;[5.10];[3.63 4.54];[0];[0];[0.91 0.99]
3139;5;8;0.8;15;0.071;0.04239999999999999;-0.5720000000000001;[agree_agent know_agent crit_agent know_agent crit_agent f g h i j];TRUE;[2.73];[0];[0];[0.25 0.33];[0.98 0.68]
8550;5;8;0.8;11;0.071;0.0424;-0.429;[talk_agent know_agent agree_agent know_agent know_agent f g h i j];TRUE;[3.58];[3.82];[0];[0];[0.61 0.94 0.7]
2510;5;8;0.8;9;0.071;0.04240000000000001;-0.21499999999999997;[neuro_agent neuro_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[3 7.83];[0];[0.8 0.74 0.57]
6702;5;8;0.8;19;0.071;0.04240000000000001;-0.21499999999999997;[know_agent crit_agent know_agent agree_agent know_agent f g h i j];TRUE;[3.17];[0];[0];[0.26];[0.73 0.99 0.63]
9033;5;8;0.8;18;0.071;0.04259999999999999;-0.286;[neuro_agent neuro_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[2.20 4.94];[0];[0.6 0.69 0.55]
6482;5;8;0.8;26;0.071;0.0426;-0.49999999999999994;[know_agent agree_agent know_agent agree_agent know_agent f g h i j];TRUE;[2.94 2.99];[0];[0];[0];[0.88 0.62 0.63]
4788;5;8;0.8;13;0.071;0.05659999999999999;-0.21499999999999997;[know_agent know_agent crit_agent know_agent neuro_agent f g h i j];TRUE;[0];[0];[4.44];[0.3];[0.79 0.68 0.54]
914;5;8;0.8;13;0.071;0.05659999999999999;-0.429;[neuro_agent know_agent talk_agent talk_agent know_agent f g h i j];TRUE;[0];[3.15 3.17];[2.2];[0];[0.81 0.8]
7141;5;8;0.8;25;0.071;0.05679999999999999;-0.429;[know_agent know_agent crit_agent know_agent agree_agent f g h i j];TRUE;[4.7];[0];[0];[0.27];[0.92 0.73 0.67]
940;5;8;0.8;13;0.071;0.0568;-0.49999999999999994;[crit_agent know_agent crit_agent agree_agent know_agent f g h i j];TRUE;[2.2];[0];[0];[0.28 0.24];[0.86 0.83]
1621;5;8;0.8;17;0.071;-0.0576;-0.5720000000000001;[crit_agent know_agent know_agent neuro_agent know_agent f g h i j];TRUE;[0];[0];[4.45];[0.73];[0.76 0.91 0.54]
4841;5;8;0.8;19;0.071;0.07079999999999999;-0.286;[know_agent crit_agent know_agent agree_agent agree_agent f g h i j];TRUE;[4.10 2.60];[0];[0];[0.34];[0.8 0.69]
2983;5;8;0.8;17;0.071;0.07079999999999999;-0.358;[know_agent talk_agent crit_agent agree_agent know_agent f g h i j];TRUE;[3.87];[4];[0];[0.22];[0.98 0.59]
7077;5;8;0.8;15;0.071;0.07079999999999999;-0.358;[know_agent neuro_agent agree_agent agree_agent know_agent f g h i j];TRUE;[6.78 4.56];[0];[3.36];[0];[0.91 0.78]
396;5;8;0.8;18;0.071;0.07079999999999999;-0.5720000000000001;[agree_agent know_agent talk_agent neuro_agent know_agent f g h i j];TRUE;[2.30];[2.04];[2.68];[0];[0.57 0.92]
9240;5;8;0.8;14;0.071;0.0708;-0.429;[crit_agent know_agent crit_agent know_agent talk_agent f g h i j];TRUE;[0];[3.08];[0];[0.32 0.48];[1 0.56]
9114;5;8;0.8;14;0.071;0.07099999999999997;-0.358;[neuro_agent neuro_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[0];[3.42 5.46];[0];[0.92 0.84 0.53]
436;5;8;0.8;13;0.071;0.07099999999999998;-0.358;[crit_agent know_agent neuro_agent know_agent agree_agent f g h i j];TRUE;[3.85];[0];[2.13];[0.29];[0.71 0.68]
2378;5;8;0.8;12;0.071;0.07099999999999998;-0.358;[neuro_agent know_agent neuro_agent know_agent neuro_agent f g h i j];TRUE;[0];[0];[4.94 6.50 4.36];[0];[0.85 0.7]
5597;5;8;0.8;15;0.071;0.07099999999999998;-0.358;[know_agent agree_agent agree_agent know_agent crit_agent f g h i j];TRUE;[6.02 2.98];[0];[0];[0.64];[0.82 0.94]
1975;5;8;0.8;19;0.071;0.07099999999999998;-0.5720000000000001;[know_agent know_agent crit_agent crit_agent agree_agent f g h i j];TRUE;[4.02];[0];[0];[0.38 0.58];[0.84 0.71]
9925;5;8;0.8;23;0.071;0.071;-0.14300000000000002;[talk_agent know_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[3.7];[0];[0];[0.68 0.57 0.81 0.69]
5549;5;8;0.8;12;0.071;0.071;-0.358;[agree_agent know_agent know_agent crit_agent know_agent f g h i j];TRUE;[2.39];[0];[0];[0.3];[0.71 0.88 0.56]
2494;5;8;0.8;19;0.071;0.07119999999999999;-0.21499999999999997;[agree_agent know_agent know_agent neuro_agent know_agent f g h i j];TRUE;[2.75];[0];[3.13];[0];[0.7 0.56 0.62]
6411;5;8;0.8;11;0.071;0.07119999999999999;-0.429;[crit_agent know_agent crit_agent talk_agent know_agent f g h i j];TRUE;[0];[4.79];[0];[0.59 0.24];[0.95 0.77]
7912;5;8;0.8;16;0.071;0.07119999999999999;-0.643;[know_agent neuro_agent talk_agent know_agent talk_agent f g h i j];TRUE;[0];[3.85 2.50];[2.34];[0];[0.73 0.99]
5652;5;8;0.8;12;0.071;-0.07179999999999999;-0.429;[talk_agent know_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[3.54];[0];[0];[0.79 0.53 0.51 0.85]
434;5;8;0.8;12;0.071;-0.07179999999999999;-0.643;[know_agent neuro_agent agree_agent talk_agent know_agent f g h i j];TRUE;[3.12];[5.23];[3.59];[0];[0.94 0.99]
4637;5;8;0.8;19;0.071;0.08499999999999999;-0.286;[know_agent agree_agent agree_agent crit_agent neuro_agent f g h i j];TRUE;[3.30 2.9];[0];[5.20];[0.32];[0.87]
3616;5;8;0.8;16;0.071;0.08519999999999998;-0.358;[talk_agent talk_agent know_agent know_agent know_agent f g h i j];TRUE;[0];[6.69 2.97];[0];[0];[0.67 0.55 0.95]
4329;5;8;0.8;18;0.071;0.08519999999999998;-0.643;[know_agent talk_agent crit_agent talk_agent agree_agent f g h i j];TRUE;[2.49];[7.05 3.77];[0];[0.57];[0.95]
854;5;8;0.8;12;0.071;0.0852;-0.072;[know_agent neuro_agent know_agent know_agent agree_agent f g h i j];TRUE;[4.09];[0];[2.88];[0];[0.69 0.51 0.76]
7479;5;8;0.8;13;0.071;0.0852;-0.21499999999999997;[talk_agent crit_agent know_agent talk_agent know_agent f g h i j];TRUE;[0];[2.38 2.03];[0];[0.69];[0.89 0.82]
7874;5;8;0.8;16;0.071;0.08520000000000001;-0.21499999999999997;[know_agent know_agent agree_agent know_agent talk_agent f g h i j];TRUE;[3.78];[2.40];[0];[0];[0.62 0.84 0.92]
657;5;8;0.8;9;0.071;0.08539999999999999;-0.14300000000000002;[know_agent crit_agent agree_agent talk_agent know_agent f g h i j];TRUE;[2.59];[3.52];[0];[0.73];[0.67 0.63]
1973;5;8;0.8;16;0.071;0.08539999999999999;-0.429;[neuro_agent know_agent neuro_agent know_agent talk_agent f g h i j];TRUE;[0];[3.68];[3.34 6.23];[0];[0.95 0.66]
7093;5;8;0.8;17;0.071;0.08539999999999999;-0.49999999999999994;[agree_agent know_agent know_agent crit_agent know_agent f g h i j];TRUE;[3.13];[0];[0];[0.72];[0.75 0.69 0.68]
1275;5;8;0.8;14;0.071;-0.08619999999999998;-0.286;[know_agent know_agent know_agent know_agent neuro_agent f g h i j];TRUE;[0];[0];[4.26];[0];[0.74 0.69 0.84 0.52]
4840;5;8;0.8;13;0.071;0.09939999999999999;-0.21499999999999997;[know_agent crit_agent talk_agent know_agent neuro_agent f g h i j];TRUE;[0];[4.78];[3.04];[0.27];[0.7 0.83]
9413;5;8;0.8;13;0.071;0.09939999999999999;-0.286;[agree_agent agree_agent know_agent know_agent agree_agent f g h i j];TRUE;[4.25 4.26 2.54];[0];[0];[0];[0.83 0.96]
7609;5;8;0.8;13;0.071;0.09939999999999999;-0.358;[neuro_agent agree_agent know_agent neuro_agent know_agent f g h i j];TRUE;[2.62];[0];[3.97 3.88];[0];[0.74 0.77]
8490;5;8;0.8;20;0.071;0.09939999999999999;-0.358;[talk_agent know_agent neuro_agent talk_agent know_agent f g h i j];TRUE;[0];[4.53 2.76];[4.48];[0];[0.57 0.88]
8563;5;8;0.8;20;0.071;0.0996;-0.072;[agree_agent neuro_agent know_agent know_agent know_agent f g h i j];TRUE;[6.93];[0];[4.17];[0];[0.69 0.54 0.51]
5507;5;8;0.8;18;0.071;0.0996;-0.21499999999999997;[know_agent know_agent talk_agent neuro_agent know_agent f g h i j];TRUE;[0];[3.12];[4.23];[0];[0.71 0.53 0.88]
4876;5;8;0.8;20;0.071;0.0996;-0.358;[agree_agent know_agent know_agent talk_agent know_agent f g h i j];TRUE;[4.76];[2.22];[0];[0];[0.9 0.57 0.84]
7924;5;8;0.8;14;0.071;0.0998;-0.14300000000000002;[know_agent crit_agent talk_agent know_agent know_agent f g h i j];TRUE;[0];[3.73];[0];[0.26];[0.67 0.52 0.72]
5094;5;8;0.8;13;0.071;0.11379999999999998;-0.14300000000000002;[know_agent talk_agent neuro_agent talk_agent know_agent f g h i j];TRUE;[0];[5.85 5.19];[2.27];[0];[0.65 0.91]
5422;5;8;0.8;21;0.071;0.11379999999999998;-0.14300000000000002;[know_agent agree_agent know_agent neuro_agent know_agent f g h i j];TRUE;[5.34];[0];[4.89];[0];[0.68 0.62 0.83]
8684;5;8;0.8;12;0.071;0.11379999999999998;-0.14300000000000002;[talk_agent crit_agent neuro_agent know_agent know_agent f g h i j];TRUE;[0];[2.03];[2.37];[0.29];[0.65 0.91]
9663;5;8;0.8;17;0.071;0.11379999999999998;-0.5720000000000001;[know_agent agree_agent talk_agent neuro_agent agree_agent f g h i j];TRUE;[6.27 2.87];[3.39];[4.58];[0];[0.93]
9689;5;8;0.8;10;0.071;0.11379999999999998;-0.5720000000000001;[talk_agent know_agent agree_agent agree_agent crit_agent f g h i j];TRUE;[5.65 3.50];[3.58];[0];[0.52];[0.89]
9793;5;8;0.8;17;0.071;0.1138;-0.21499999999999997;[talk_agent neuro_agent know_agent know_agent neuro_agent f g h i j];TRUE;[0];[2.60];[4.52 3.21];[0];[0.85 0.53]
7127;5;8;0.8;18;0.071;0.11399999999999998;-0.358;[agree_agent neuro_agent agree_agent know_agent know_agent f g h i j];TRUE;[2.69 3.65];[0];[2.88];[0];[0.94 0.58]
2300;5;8;0.8;10;0.071;0.11399999999999999;-0.14300000000000002;[talk_agent neuro_agent crit_agent know_agent know_agent f g h i j];TRUE;[0];[3.2];[5.00];[0.32];[0.74 0.8]
5980;5;8;0.8;18;0.071;0.11399999999999999;-0.286;[agree_agent know_agent neuro_agent know_agent know_agent f g h i j];TRUE;[5.92];[0];[3.65];[0];[0.83 0.68 0.7]
